ACTION START 1200 0 START
ACTION QUERY 1200 10 car recall
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 328806
ACTION DOC 1200 35 EXAMINING_DOCUMENT 328806
ACTION MARK 1200 38 CONSIDERED_RELEVANT 328806
ACTION SNIPPET 1200 38 SNIPPET_RELEVANT 422943
ACTION DOC 1200 58 EXAMINING_DOCUMENT 422943
ACTION MARK 1200 61 CONSIDERED_RELEVANT 422943
ACTION SNIPPET 1200 61 SNIPPET_RELEVANT 403051
ACTION DOC 1200 81 EXAMINING_DOCUMENT 403051
ACTION MARK 1200 84 CONSIDERED_RELEVANT 403051
ACTION SNIPPET 1200 84 SNIPPET_RELEVANT 75657
ACTION DOC 1200 104 EXAMINING_DOCUMENT 75657
ACTION MARK 1200 107 CONSIDERED_RELEVANT 75657
ACTION SNIPPET 1200 107 SNIPPET_RELEVANT 288405
ACTION DOC 1200 127 EXAMINING_DOCUMENT 288405
ACTION MARK 1200 130 CONSIDERED_RELEVANT 288405
ACTION QUERY 1200 140 automobile recalls
ACTION SERP 1200 145 EXAMINE_SERP
ACTION SNIPPET 1200 145 SNIPPET_RELEVANT 49918
ACTION DOC 1200 165 EXAMINING_DOCUMENT 49918
ACTION MARK 1200 168 CONSIDERED_RELEVANT 49918
ACTION SNIPPET 1200 168 SNIPPET_RELEVANT 102784
ACTION DOC 1200 188 EXAMINING_DOCUMENT 102784
ACTION MARK 1200 191 CONSIDERED_RELEVANT 102784
ACTION SNIPPET 1200 191 SNIPPET_RELEVANT 343414
ACTION DOC 1200 211 EXAMINING_DOCUMENT 343414
ACTION MARK 1200 214 CONSIDERED_RELEVANT 343414
ACTION SNIPPET 1200 214 SNIPPET_RELEVANT 40158
ACTION DOC 1200 234 EXAMINING_DOCUMENT 40158
ACTION MARK 1200 237 CONSIDERED_RELEVANT 40158
ACTION SNIPPET 1200 237 SNIPPET_RELEVANT 96858
ACTION DOC 1200 257 EXAMINING_DOCUMENT 96858
ACTION MARK 1200 260 CONSIDERED_RELEVANT 96858
ACTION QUERY 1200 270 car recalls
