ACTION START 1200 0 START
ACTION QUERY 1200 10 human smuggling
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 1574025
ACTION DOC 1200 35 EXAMINING_DOCUMENT 1574025
ACTION MARK 1200 38 CONSIDERED_RELEVANT 1574025
ACTION SNIPPET 1200 38 SNIPPET_RELEVANT 247846
ACTION DOC 1200 58 EXAMINING_DOCUMENT 247846
ACTION SNIPPET 1200 58 SNIPPET_RELEVANT 616288
ACTION DOC 1200 78 EXAMINING_DOCUMENT 616288
ACTION SNIPPET 1200 78 SNIPPET_RELEVANT 515645
ACTION DOC 1200 98 EXAMINING_DOCUMENT 515645
ACTION MARK 1200 101 CONSIDERED_RELEVANT 515645
ACTION SNIPPET 1200 101 SNIPPET_RELEVANT 631808
ACTION DOC 1200 121 EXAMINING_DOCUMENT 631808
ACTION MARK 1200 124 CONSIDERED_RELEVANT 631808
ACTION SNIPPET 1200 124 SNIPPET_RELEVANT 1840937
ACTION DOC 1200 144 EXAMINING_DOCUMENT 1840937
ACTION MARK 1200 147 CONSIDERED_RELEVANT 1840937
ACTION QUERY 1200 157 human smuggling US-Mexico
ACTION SERP 1200 162 EXAMINE_SERP
ACTION SNIPPET 1200 162 SEEN_PREVIOUSLY 1574025
ACTION SNIPPET 1200 162 SEEN_PREVIOUSLY 247846
ACTION SNIPPET 1200 162 SEEN_PREVIOUSLY 616288
ACTION SNIPPET 1200 162 SNIPPET_RELEVANT 1679195
ACTION DOC 1200 182 EXAMINING_DOCUMENT 1679195
ACTION SNIPPET 1200 182 SEEN_PREVIOUSLY 515645
ACTION SNIPPET 1200 182 SEEN_PREVIOUSLY 631808
ACTION SNIPPET 1200 182 SEEN_PREVIOUSLY 1840937
ACTION SNIPPET 1200 182 SNIPPET_RELEVANT 1534492
ACTION DOC 1200 202 EXAMINING_DOCUMENT 1534492
ACTION MARK 1200 205 CONSIDERED_RELEVANT 1534492
ACTION SNIPPET 1200 205 SNIPPET_RELEVANT 289234
ACTION DOC 1200 225 EXAMINING_DOCUMENT 289234
ACTION MARK 1200 228 CONSIDERED_RELEVANT 289234
ACTION SNIPPET 1200 228 SNIPPET_RELEVANT 1765033
ACTION DOC 1200 248 EXAMINING_DOCUMENT 1765033
ACTION MARK 1200 251 CONSIDERED_RELEVANT 1765033
ACTION SNIPPET 1200 251 SNIPPET_RELEVANT 279302
ACTION DOC 1200 271 EXAMINING_DOCUMENT 279302
ACTION SNIPPET 1200 271 SNIPPET_RELEVANT 1758704
