ACTION START 1200 0 START
ACTION QUERY 1200 10 Milosevic wife
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 1311050
ACTION DOC 1200 35 EXAMINING_DOCUMENT 1311050
ACTION MARK 1200 38 CONSIDERED_RELEVANT 1311050
ACTION SNIPPET 1200 38 SNIPPET_RELEVANT 1065912
ACTION DOC 1200 58 EXAMINING_DOCUMENT 1065912
ACTION MARK 1200 61 CONSIDERED_RELEVANT 1065912
ACTION SNIPPET 1200 61 SNIPPET_RELEVANT 1237317
ACTION DOC 1200 81 EXAMINING_DOCUMENT 1237317
ACTION MARK 1200 84 CONSIDERED_RELEVANT 1237317
ACTION SNIPPET 1200 84 SNIPPET_RELEVANT 1282676
ACTION DOC 1200 104 EXAMINING_DOCUMENT 1282676
ACTION MARK 1200 107 CONSIDERED_RELEVANT 1282676
ACTION SNIPPET 1200 107 SNIPPET_RELEVANT 1002228
ACTION DOC 1200 127 EXAMINING_DOCUMENT 1002228
ACTION MARK 1200 130 CONSIDERED_RELEVANT 1002228
ACTION QUERY 1200 140 Mirjana Markovic
ACTION SERP 1200 145 EXAMINE_SERP
ACTION SNIPPET 1200 145 SNIPPET_RELEVANT 1111696
ACTION DOC 1200 165 EXAMINING_DOCUMENT 1111696
ACTION MARK 1200 168 CONSIDERED_RELEVANT 1111696
ACTION SNIPPET 1200 168 SNIPPET_RELEVANT 1276231
ACTION DOC 1200 188 EXAMINING_DOCUMENT 1276231
ACTION MARK 1200 191 CONSIDERED_RELEVANT 1276231
ACTION SNIPPET 1200 191 SNIPPET_RELEVANT 1276013
ACTION DOC 1200 211 EXAMINING_DOCUMENT 1276013
ACTION SNIPPET 1200 211 SNIPPET_RELEVANT 781497
ACTION DOC 1200 231 EXAMINING_DOCUMENT 781497
ACTION MARK 1200 234 CONSIDERED_RELEVANT 781497
ACTION SNIPPET 1200 234 SNIPPET_RELEVANT 1746708
ACTION DOC 1200 254 EXAMINING_DOCUMENT 1746708
ACTION MARK 1200 257 CONSIDERED_RELEVANT 1746708
ACTION SNIPPET 1200 257 SNIPPET_RELEVANT 1109989
ACTION DOC 1200 277 EXAMINING_DOCUMENT 1109989
ACTION QUERY 1200 287 Slobodan Milosevic
ACTION SERP 1200 292 EXAMINE_SERP
ACTION SNIPPET 1200 292 SNIPPET_RELEVANT 1367431
ACTION DOC 1200 312 EXAMINING_DOCUMENT 1367431
ACTION MARK 1200 315 CONSIDERED_RELEVANT 1367431
ACTION SNIPPET 1200 315 SNIPPET_RELEVANT 276750
ACTION DOC 1200 335 EXAMINING_DOCUMENT 276750
ACTION SNIPPET 1200 335 SNIPPET_RELEVANT 1438370
ACTION DOC 1200 355 EXAMINING_DOCUMENT 1438370
ACTION MARK 1200 358 CONSIDERED_RELEVANT 1438370
ACTION SNIPPET 1200 358 SNIPPET_RELEVANT 187772
ACTION DOC 1200 378 EXAMINING_DOCUMENT 187772
ACTION SNIPPET 1200 378 SNIPPET_RELEVANT 1746965
ACTION DOC 1200 398 EXAMINING_DOCUMENT 1746965
ACTION MARK 1200 401 CONSIDERED_RELEVANT 1746965
ACTION SNIPPET 1200 401 SNIPPET_RELEVANT 262598
ACTION DOC 1200 421 EXAMINING_DOCUMENT 262598
ACTION MARK 1200 424 CONSIDERED_RELEVANT 262598
ACTION QUERY 1200 434 Yugoslavia first lady
ACTION SERP 1200 439 EXAMINE_SERP
ACTION SNIPPET 1200 439 SEEN_PREVIOUSLY 781497
ACTION SNIPPET 1200 439 SNIPPET_RELEVANT 357171
ACTION DOC 1200 459 EXAMINING_DOCUMENT 357171
ACTION SNIPPET 1200 459 SNIPPET_RELEVANT 1096522
ACTION DOC 1200 479 EXAMINING_DOCUMENT 1096522
ACTION MARK 1200 482 CONSIDERED_RELEVANT 1096522
ACTION SNIPPET 1200 482 SNIPPET_RELEVANT 412244
ACTION DOC 1200 502 EXAMINING_DOCUMENT 412244
ACTION SNIPPET 1200 502 SNIPPET_RELEVANT 183674
ACTION DOC 1200 522 EXAMINING_DOCUMENT 183674
ACTION SNIPPET 1200 522 SNIPPET_RELEVANT 858584
ACTION DOC 1200 542 EXAMINING_DOCUMENT 858584
ACTION SNIPPET 1200 542 SNIPPET_RELEVANT 259292
ACTION DOC 1200 562 EXAMINING_DOCUMENT 259292
ACTION QUERY 1200 572 Markovic politics
ACTION SERP 1200 577 EXAMINE_SERP
ACTION SNIPPET 1200 577 SEEN_PREVIOUSLY 781497
ACTION SNIPPET 1200 577 SNIPPET_RELEVANT 290718
ACTION DOC 1200 597 EXAMINING_DOCUMENT 290718
ACTION SNIPPET 1200 597 SNIPPET_RELEVANT 356931
ACTION DOC 1200 617 EXAMINING_DOCUMENT 356931
ACTION SNIPPET 1200 617 SNIPPET_RELEVANT 1273618
ACTION DOC 1200 637 EXAMINING_DOCUMENT 1273618
ACTION MARK 1200 640 CONSIDERED_RELEVANT 1273618
ACTION SNIPPET 1200 640 SNIPPET_RELEVANT 331971
ACTION DOC 1200 660 EXAMINING_DOCUMENT 331971
ACTION SNIPPET 1200 660 SNIPPET_RELEVANT 1273834
ACTION DOC 1200 680 EXAMINING_DOCUMENT 1273834
ACTION MARK 1200 683 CONSIDERED_RELEVANT 1273834
ACTION SNIPPET 1200 683 SNIPPET_RELEVANT 310994
ACTION DOC 1200 703 EXAMINING_DOCUMENT 310994
ACTION QUERY 1200 713 Milosevic regime
ACTION SERP 1200 718 EXAMINE_SERP
ACTION SNIPPET 1200 718 SNIPPET_RELEVANT 892356
ACTION DOC 1200 738 EXAMINING_DOCUMENT 892356
ACTION MARK 1200 741 CONSIDERED_RELEVANT 892356
ACTION SNIPPET 1200 741 SNIPPET_RELEVANT 1237628
ACTION DOC 1200 761 EXAMINING_DOCUMENT 1237628
ACTION MARK 1200 764 CONSIDERED_RELEVANT 1237628
ACTION SNIPPET 1200 764 SNIPPET_RELEVANT 1195608
ACTION DOC 1200 784 EXAMINING_DOCUMENT 1195608
