ACTION START 1200 0 START
ACTION QUERY 1200 10 Cult lifestyles
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 624863
ACTION DOC 1200 35 EXAMINING_DOCUMENT 624863
ACTION SNIPPET 1200 35 SNIPPET_RELEVANT 1186564
ACTION DOC 1200 55 EXAMINING_DOCUMENT 1186564
ACTION MARK 1200 58 CONSIDERED_RELEVANT 1186564
ACTION SNIPPET 1200 58 SNIPPET_RELEVANT 1757752
ACTION DOC 1200 78 EXAMINING_DOCUMENT 1757752
ACTION SNIPPET 1200 78 SNIPPET_RELEVANT 1209320
ACTION DOC 1200 98 EXAMINING_DOCUMENT 1209320
ACTION SNIPPET 1200 98 SNIPPET_RELEVANT 1187217
ACTION DOC 1200 118 EXAMINING_DOCUMENT 1187217
ACTION MARK 1200 121 CONSIDERED_RELEVANT 1187217
ACTION SNIPPET 1200 121 SNIPPET_RELEVANT 1262473
ACTION DOC 1200 141 EXAMINING_DOCUMENT 1262473
ACTION QUERY 1200 151 Doomsday cult lifestyle
ACTION SERP 1200 156 EXAMINE_SERP
ACTION SNIPPET 1200 156 SNIPPET_RELEVANT 795964
ACTION DOC 1200 176 EXAMINING_DOCUMENT 795964
ACTION MARK 1200 179 CONSIDERED_RELEVANT 795964
ACTION SNIPPET 1200 179 SEEN_PREVIOUSLY 1186564
ACTION SNIPPET 1200 179 SNIPPET_RELEVANT 1304843
ACTION DOC 1200 199 EXAMINING_DOCUMENT 1304843
ACTION MARK 1200 202 CONSIDERED_RELEVANT 1304843
ACTION SNIPPET 1200 202 SNIPPET_RELEVANT 1187098
ACTION DOC 1200 222 EXAMINING_DOCUMENT 1187098
ACTION MARK 1200 225 CONSIDERED_RELEVANT 1187098
ACTION SNIPPET 1200 225 SNIPPET_RELEVANT 1186522
ACTION DOC 1200 245 EXAMINING_DOCUMENT 1186522
ACTION SNIPPET 1200 245 SNIPPET_RELEVANT 1188899
ACTION DOC 1200 265 EXAMINING_DOCUMENT 1188899
ACTION MARK 1200 268 CONSIDERED_RELEVANT 1188899
ACTION SNIPPET 1200 268 SNIPPET_RELEVANT 818750
ACTION DOC 1200 288 EXAMINING_DOCUMENT 818750
ACTION MARK 1200 291 CONSIDERED_RELEVANT 818750
ACTION QUERY 1200 301 Doomsday cult activities
ACTION SERP 1200 306 EXAMINE_SERP
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 795964
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 1304843
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 1187098
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 1186522
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 1188899
ACTION SNIPPET 1200 306 SEEN_PREVIOUSLY 818750
ACTION SNIPPET 1200 306 SNIPPET_RELEVANT 1133523
ACTION DOC 1200 326 EXAMINING_DOCUMENT 1133523
ACTION MARK 1200 329 CONSIDERED_RELEVANT 1133523
ACTION SNIPPET 1200 329 SNIPPET_RELEVANT 1695258
ACTION DOC 1200 349 EXAMINING_DOCUMENT 1695258
ACTION SNIPPET 1200 349 SNIPPET_RELEVANT 1189049
ACTION DOC 1200 369 EXAMINING_DOCUMENT 1189049
ACTION MARK 1200 372 CONSIDERED_RELEVANT 1189049
ACTION SNIPPET 1200 372 SEEN_PREVIOUSLY 1186564
ACTION SNIPPET 1200 372 SNIPPET_RELEVANT 1185625
ACTION DOC 1200 392 EXAMINING_DOCUMENT 1185625
ACTION MARK 1200 395 CONSIDERED_RELEVANT 1185625
ACTION SNIPPET 1200 395 SNIPPET_RELEVANT 1188145
ACTION DOC 1200 415 EXAMINING_DOCUMENT 1188145
ACTION MARK 1200 418 CONSIDERED_RELEVANT 1188145
ACTION SNIPPET 1200 418 SNIPPET_RELEVANT 818310
ACTION DOC 1200 438 EXAMINING_DOCUMENT 818310
ACTION MARK 1200 441 CONSIDERED_RELEVANT 818310
ACTION QUERY 1200 451 Doomsday cult lifestyles
ACTION SERP 1200 456 EXAMINE_SERP
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 795964
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1186564
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1304843
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1187098
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1186522
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1188899
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 818750
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 1695258
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 818310
ACTION SNIPPET 1200 456 SEEN_PREVIOUSLY 624863
ACTION SNIPPET 1200 456 SNIPPET_RELEVANT 1187009
ACTION DOC 1200 476 EXAMINING_DOCUMENT 1187009
ACTION MARK 1200 479 CONSIDERED_RELEVANT 1187009
ACTION SNIPPET 1200 479 SNIPPET_RELEVANT 1187260
ACTION DOC 1200 499 EXAMINING_DOCUMENT 1187260
ACTION SNIPPET 1200 499 SEEN_PREVIOUSLY 1133523
ACTION SNIPPET 1200 499 SNIPPET_RELEVANT 1187383
ACTION DOC 1200 519 EXAMINING_DOCUMENT 1187383
ACTION MARK 1200 522 CONSIDERED_RELEVANT 1187383
ACTION SNIPPET 1200 522 SNIPPET_RELEVANT 751757
ACTION DOC 1200 542 EXAMINING_DOCUMENT 751757
ACTION MARK 1200 545 CONSIDERED_RELEVANT 751757
ACTION SNIPPET 1200 545 SNIPPET_RELEVANT 647946
ACTION DOC 1200 565 EXAMINING_DOCUMENT 647946
ACTION MARK 1200 568 CONSIDERED_RELEVANT 647946
ACTION SNIPPET 1200 568 SEEN_PREVIOUSLY 1189049
ACTION SNIPPET 1200 568 SEEN_PREVIOUSLY 1188145
ACTION SNIPPET 1200 568 SEEN_PREVIOUSLY 1185625
ACTION SNIPPET 1200 568 SNIPPET_RELEVANT 763961
ACTION DOC 1200 588 EXAMINING_DOCUMENT 763961
ACTION MARK 1200 591 CONSIDERED_RELEVANT 763961
ACTION QUERY 1200 601 Cult member activities
ACTION SERP 1200 606 EXAMINE_SERP
ACTION SNIPPET 1200 606 SNIPPET_RELEVANT 259481
ACTION DOC 1200 626 EXAMINING_DOCUMENT 259481
ACTION SNIPPET 1200 626 SNIPPET_RELEVANT 850912
ACTION DOC 1200 646 EXAMINING_DOCUMENT 850912
ACTION MARK 1200 649 CONSIDERED_RELEVANT 850912
ACTION SNIPPET 1200 649 SNIPPET_RELEVANT 718532
ACTION DOC 1200 669 EXAMINING_DOCUMENT 718532
ACTION MARK 1200 672 CONSIDERED_RELEVANT 718532
ACTION SNIPPET 1200 672 SNIPPET_RELEVANT 919717
ACTION DOC 1200 692 EXAMINING_DOCUMENT 919717
ACTION MARK 1200 695 CONSIDERED_RELEVANT 919717
ACTION SNIPPET 1200 695 SNIPPET_RELEVANT 285590
ACTION DOC 1200 715 EXAMINING_DOCUMENT 285590
ACTION SNIPPET 1200 715 SNIPPET_RELEVANT 756669
ACTION DOC 1200 735 EXAMINING_DOCUMENT 756669
ACTION MARK 1200 738 CONSIDERED_RELEVANT 756669
ACTION QUERY 1200 748 Aum Shinrikyo activities
ACTION SERP 1200 753 EXAMINE_SERP
ACTION SNIPPET 1200 753 SNIPPET_RELEVANT 1150317
ACTION DOC 1200 773 EXAMINING_DOCUMENT 1150317
ACTION SNIPPET 1200 773 SNIPPET_RELEVANT 750307
ACTION DOC 1200 793 EXAMINING_DOCUMENT 750307
ACTION MARK 1200 796 CONSIDERED_RELEVANT 750307
ACTION SNIPPET 1200 796 SNIPPET_RELEVANT 1171107
ACTION DOC 1200 816 EXAMINING_DOCUMENT 1171107
ACTION MARK 1200 819 CONSIDERED_RELEVANT 1171107
ACTION SNIPPET 1200 819 SNIPPET_RELEVANT 751928
ACTION DOC 1200 839 EXAMINING_DOCUMENT 751928
ACTION MARK 1200 842 CONSIDERED_RELEVANT 751928
ACTION SNIPPET 1200 842 SNIPPET_RELEVANT 753514
ACTION DOC 1200 862 EXAMINING_DOCUMENT 753514
ACTION MARK 1200 865 CONSIDERED_RELEVANT 753514
ACTION SNIPPET 1200 865 SNIPPET_RELEVANT 755141
ACTION DOC 1200 885 EXAMINING_DOCUMENT 755141
ACTION MARK 1200 888 CONSIDERED_RELEVANT 755141
ACTION QUERY 1200 898 Aum Shinrikyo lifestyle
ACTION SERP 1200 903 EXAMINE_SERP
ACTION SNIPPET 1200 903 SEEN_PREVIOUSLY 1150317
ACTION SNIPPET 1200 903 SNIPPET_RELEVANT 752212
ACTION DOC 1200 923 EXAMINING_DOCUMENT 752212
ACTION SNIPPET 1200 923 SEEN_PREVIOUSLY 750307
ACTION SNIPPET 1200 923 SNIPPET_RELEVANT 816137
ACTION DOC 1200 943 EXAMINING_DOCUMENT 816137
ACTION MARK 1200 946 CONSIDERED_RELEVANT 816137
ACTION SNIPPET 1200 946 SNIPPET_RELEVANT 750561
ACTION DOC 1200 966 EXAMINING_DOCUMENT 750561
ACTION MARK 1200 969 CONSIDERED_RELEVANT 750561
ACTION SNIPPET 1200 969 SEEN_PREVIOUSLY 1171107
ACTION SNIPPET 1200 969 SNIPPET_RELEVANT 750525
ACTION DOC 1200 989 EXAMINING_DOCUMENT 750525
ACTION MARK 1200 992 CONSIDERED_RELEVANT 750525
