ACTION START 1200 0 START
ACTION QUERY 1200 10 maritime piracy
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 0f6bfcefd3c4c02a0dc75ba2bd48303c
ACTION DOC 1200 35 EXAMINING_DOCUMENT 0f6bfcefd3c4c02a0dc75ba2bd48303c
ACTION MARK 1200 38 CONSIDERED_RELEVANT 0f6bfcefd3c4c02a0dc75ba2bd48303c
ACTION SNIPPET 1200 38 SNIPPET_RELEVANT 227b335f09ed49b56d6f63ffb572f521
ACTION DOC 1200 58 EXAMINING_DOCUMENT 227b335f09ed49b56d6f63ffb572f521
ACTION MARK 1200 61 CONSIDERED_RELEVANT 227b335f09ed49b56d6f63ffb572f521
ACTION SNIPPET 1200 61 SNIPPET_RELEVANT b6b6708cd82ff52f2cc5505792c5bf27
ACTION DOC 1200 81 EXAMINING_DOCUMENT b6b6708cd82ff52f2cc5505792c5bf27
ACTION SNIPPET 1200 81 SNIPPET_RELEVANT 24e6d4a43499dae34600534e5c940074
ACTION DOC 1200 101 EXAMINING_DOCUMENT 24e6d4a43499dae34600534e5c940074
ACTION MARK 1200 104 CONSIDERED_RELEVANT 24e6d4a43499dae34600534e5c940074
ACTION SNIPPET 1200 104 SNIPPET_RELEVANT 61b14f82-1ca7-11e7-855e-4824bbb5d748
ACTION DOC 1200 124 EXAMINING_DOCUMENT 61b14f82-1ca7-11e7-855e-4824bbb5d748
ACTION MARK 1200 127 CONSIDERED_RELEVANT 61b14f82-1ca7-11e7-855e-4824bbb5d748
ACTION SNIPPET 1200 127 SNIPPET_RELEVANT 6a7a71dd5bf5af8bd7bf1d4c1c87c22f
ACTION DOC 1200 147 EXAMINING_DOCUMENT 6a7a71dd5bf5af8bd7bf1d4c1c87c22f
ACTION MARK 1200 150 CONSIDERED_RELEVANT 6a7a71dd5bf5af8bd7bf1d4c1c87c22f
ACTION QUERY 1200 160 Somali piracy
ACTION SERP 1200 165 EXAMINE_SERP
ACTION SNIPPET 1200 165 SEEN_PREVIOUSLY 61b14f82-1ca7-11e7-855e-4824bbb5d748
ACTION SNIPPET 1200 165 SNIPPET_RELEVANT 32783a44f158fd92176bdde351995e20
ACTION DOC 1200 185 EXAMINING_DOCUMENT 32783a44f158fd92176bdde351995e20
ACTION SNIPPET 1200 185 SEEN_PREVIOUSLY 0f6bfcefd3c4c02a0dc75ba2bd48303c
ACTION SNIPPET 1200 185 SNIPPET_RELEVANT e42e3e32a9f5808f9a08444a71e1ce4d
ACTION DOC 1200 205 EXAMINING_DOCUMENT e42e3e32a9f5808f9a08444a71e1ce4d
