ACTION START 1200 0 START
ACTION QUERY 1200 10 Greek stoicism
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT 59c14b04bd0cd97f77d709f21f3df2f4
ACTION DOC 1200 35 EXAMINING_DOCUMENT 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 35 SNIPPET_RELEVANT 8c37f634-0771-11e7-a15f-a58d4a988474
ACTION DOC 1200 55 EXAMINING_DOCUMENT 8c37f634-0771-11e7-a15f-a58d4a988474
ACTION SNIPPET 1200 55 SNIPPET_RELEVANT f2a5dbee-b4b9-11e1-92df-14cd260b161d
ACTION DOC 1200 75 EXAMINING_DOCUMENT f2a5dbee-b4b9-11e1-92df-14cd260b161d
ACTION SNIPPET 1200 75 SNIPPET_RELEVANT f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION DOC 1200 95 EXAMINING_DOCUMENT f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION MARK 1200 98 CONSIDERED_RELEVANT f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION SNIPPET 1200 98 SNIPPET_RELEVANT 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION DOC 1200 118 EXAMINING_DOCUMENT 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION MARK 1200 121 CONSIDERED_RELEVANT 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION SNIPPET 1200 121 SNIPPET_RELEVANT 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION DOC 1200 141 EXAMINING_DOCUMENT 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION MARK 1200 144 CONSIDERED_RELEVANT 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION QUERY 1200 154 Greek philosophy stoicism
ACTION SERP 1200 159 EXAMINE_SERP
ACTION SNIPPET 1200 159 SNIPPET_RELEVANT 7845899e-76fd-11e5-b9c1-f03c48c96ac2
ACTION DOC 1200 179 EXAMINING_DOCUMENT 7845899e-76fd-11e5-b9c1-f03c48c96ac2
ACTION SNIPPET 1200 179 SNIPPET_RELEVANT ae9b5860-fdf3-11e6-8ebe-6e0dbe4f2bca
ACTION DOC 1200 199 EXAMINING_DOCUMENT ae9b5860-fdf3-11e6-8ebe-6e0dbe4f2bca
ACTION SNIPPET 1200 199 SEEN_PREVIOUSLY 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 199 SEEN_PREVIOUSLY 8c37f634-0771-11e7-a15f-a58d4a988474
ACTION SNIPPET 1200 199 SNIPPET_RELEVANT 5948065e-b8fc-11e3-96ae-f2c36d2b1245
ACTION DOC 1200 219 EXAMINING_DOCUMENT 5948065e-b8fc-11e3-96ae-f2c36d2b1245
ACTION SNIPPET 1200 219 SNIPPET_RELEVANT e037c86ef4e22279e95afcca64beee52
ACTION DOC 1200 239 EXAMINING_DOCUMENT e037c86ef4e22279e95afcca64beee52
ACTION SNIPPET 1200 239 SNIPPET_RELEVANT aa7fae2a-46f0-11e7-98cd-af64b4fe2dfc
ACTION DOC 1200 259 EXAMINING_DOCUMENT aa7fae2a-46f0-11e7-98cd-af64b4fe2dfc
ACTION SNIPPET 1200 259 SNIPPET_RELEVANT a2291426-27e2-11e4-86ca-6f03cbd15c1a
ACTION DOC 1200 279 EXAMINING_DOCUMENT a2291426-27e2-11e4-86ca-6f03cbd15c1a
ACTION MARK 1200 282 CONSIDERED_RELEVANT a2291426-27e2-11e4-86ca-6f03cbd15c1a
ACTION QUERY 1200 292 stoicism modern society
ACTION SERP 1200 297 EXAMINE_SERP
ACTION SNIPPET 1200 297 SEEN_PREVIOUSLY f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION SNIPPET 1200 297 SNIPPET_RELEVANT 8923f962-9504-11e3-84e1-27626c5ef5fb
ACTION DOC 1200 317 EXAMINING_DOCUMENT 8923f962-9504-11e3-84e1-27626c5ef5fb
ACTION MARK 1200 320 CONSIDERED_RELEVANT 8923f962-9504-11e3-84e1-27626c5ef5fb
ACTION SNIPPET 1200 320 SNIPPET_RELEVANT 7f238618-6570-11e2-85f5-a8a9228e55e7
ACTION DOC 1200 340 EXAMINING_DOCUMENT 7f238618-6570-11e2-85f5-a8a9228e55e7
ACTION SNIPPET 1200 340 SNIPPET_RELEVANT 2caaf6ae-2898-11e4-958c-268a320a60ce
ACTION DOC 1200 360 EXAMINING_DOCUMENT 2caaf6ae-2898-11e4-958c-268a320a60ce
ACTION SNIPPET 1200 360 SNIPPET_RELEVANT a977c394-6165-11e1-a541-d31d90d3a645
ACTION DOC 1200 380 EXAMINING_DOCUMENT a977c394-6165-11e1-a541-d31d90d3a645
ACTION SNIPPET 1200 380 SNIPPET_RELEVANT efce94e6-fed8-11e2-9711-3708310f6f4d
ACTION DOC 1200 400 EXAMINING_DOCUMENT efce94e6-fed8-11e2-9711-3708310f6f4d
ACTION SNIPPET 1200 400 SEEN_PREVIOUSLY 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION SNIPPET 1200 400 SEEN_PREVIOUSLY 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION SNIPPET 1200 400 SNIPPET_RELEVANT 248accbc4b7764d608c07543f260d4e1
ACTION DOC 1200 420 EXAMINING_DOCUMENT 248accbc4b7764d608c07543f260d4e1
ACTION MARK 1200 423 CONSIDERED_RELEVANT 248accbc4b7764d608c07543f260d4e1
ACTION QUERY 1200 433 stoicism in modern society
ACTION SERP 1200 438 EXAMINE_SERP
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 8923f962-9504-11e3-84e1-27626c5ef5fb
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 7f238618-6570-11e2-85f5-a8a9228e55e7
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 2caaf6ae-2898-11e4-958c-268a320a60ce
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY a977c394-6165-11e1-a541-d31d90d3a645
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY efce94e6-fed8-11e2-9711-3708310f6f4d
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION SNIPPET 1200 438 SEEN_PREVIOUSLY 248accbc4b7764d608c07543f260d4e1
ACTION SNIPPET 1200 438 SNIPPET_RELEVANT c6019e44-9dfc-11e1-9140-39ea934750ce
ACTION DOC 1200 458 EXAMINING_DOCUMENT c6019e44-9dfc-11e1-9140-39ea934750ce
ACTION SNIPPET 1200 458 SNIPPET_RELEVANT 820918fe-0b33-11e6-a6b6-2e6de3695b0e
ACTION DOC 1200 478 EXAMINING_DOCUMENT 820918fe-0b33-11e6-a6b6-2e6de3695b0e
ACTION SNIPPET 1200 478 SNIPPET_RELEVANT 7d6d73c4da14d7b8e7850b7af4bd10c6
ACTION DOC 1200 498 EXAMINING_DOCUMENT 7d6d73c4da14d7b8e7850b7af4bd10c6
ACTION SNIPPET 1200 498 SEEN_PREVIOUSLY ae9b5860-fdf3-11e6-8ebe-6e0dbe4f2bca
ACTION SNIPPET 1200 498 SNIPPET_RELEVANT e5e39cd5075cb6967e79942933d6803a
ACTION DOC 1200 518 EXAMINING_DOCUMENT e5e39cd5075cb6967e79942933d6803a
ACTION SNIPPET 1200 518 SNIPPET_RELEVANT 330f5d1b789e98452c01f13e2779d258
ACTION DOC 1200 538 EXAMINING_DOCUMENT 330f5d1b789e98452c01f13e2779d258
ACTION SNIPPET 1200 538 SNIPPET_RELEVANT 1b415d0c-cd42-11e2-8845-d970ccb04497
ACTION DOC 1200 558 EXAMINING_DOCUMENT 1b415d0c-cd42-11e2-8845-d970ccb04497
ACTION QUERY 1200 568 Stoic philosophers
ACTION SERP 1200 573 EXAMINE_SERP
ACTION SNIPPET 1200 573 SNIPPET_RELEVANT 69a6be90acc8e84e9278cdd693478459
ACTION DOC 1200 593 EXAMINING_DOCUMENT 69a6be90acc8e84e9278cdd693478459
ACTION MARK 1200 596 CONSIDERED_RELEVANT 69a6be90acc8e84e9278cdd693478459
ACTION SNIPPET 1200 596 SNIPPET_RELEVANT 7d3e2b90-5ab3-11e7-9fc6-c7ef4bc58d13
ACTION DOC 1200 616 EXAMINING_DOCUMENT 7d3e2b90-5ab3-11e7-9fc6-c7ef4bc58d13
ACTION SNIPPET 1200 616 SNIPPET_RELEVANT 8854723732a08b55fce15d312539f0b3
ACTION DOC 1200 636 EXAMINING_DOCUMENT 8854723732a08b55fce15d312539f0b3
ACTION SNIPPET 1200 636 SNIPPET_RELEVANT 65d9f35ca9b68609abce586beca12b5a
ACTION DOC 1200 656 EXAMINING_DOCUMENT 65d9f35ca9b68609abce586beca12b5a
ACTION SNIPPET 1200 656 SNIPPET_RELEVANT 02043c1e-d2a3-11e6-9cb0-54ab630851e8
ACTION DOC 1200 676 EXAMINING_DOCUMENT 02043c1e-d2a3-11e6-9cb0-54ab630851e8
ACTION MARK 1200 679 CONSIDERED_RELEVANT 02043c1e-d2a3-11e6-9cb0-54ab630851e8
ACTION SNIPPET 1200 679 SNIPPET_RELEVANT e16d46c2-0667-11e3-88d6-d5795fab4637
ACTION DOC 1200 699 EXAMINING_DOCUMENT e16d46c2-0667-11e3-88d6-d5795fab4637
ACTION MARK 1200 702 CONSIDERED_RELEVANT e16d46c2-0667-11e3-88d6-d5795fab4637
ACTION QUERY 1200 712 Greek stoic philosophers
ACTION SERP 1200 717 EXAMINE_SERP
ACTION SNIPPET 1200 717 SEEN_PREVIOUSLY 69a6be90acc8e84e9278cdd693478459
ACTION SNIPPET 1200 717 SNIPPET_RELEVANT 5465ce39f0c971162b5818228efec2c4
ACTION DOC 1200 737 EXAMINING_DOCUMENT 5465ce39f0c971162b5818228efec2c4
ACTION SNIPPET 1200 737 SEEN_PREVIOUSLY 8854723732a08b55fce15d312539f0b3
ACTION SNIPPET 1200 737 SNIPPET_RELEVANT fa15b00a9394a7729d8a51294045ddc6
ACTION DOC 1200 757 EXAMINING_DOCUMENT fa15b00a9394a7729d8a51294045ddc6
ACTION SNIPPET 1200 757 SEEN_PREVIOUSLY 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 757 SNIPPET_RELEVANT bf31c4d4-b5f3-11e3-8cb6-284052554d74
ACTION DOC 1200 777 EXAMINING_DOCUMENT bf31c4d4-b5f3-11e3-8cb6-284052554d74
ACTION MARK 1200 780 CONSIDERED_RELEVANT bf31c4d4-b5f3-11e3-8cb6-284052554d74
ACTION SNIPPET 1200 780 SNIPPET_RELEVANT 8c8d8037bc22f9d8023de211697702b3
ACTION DOC 1200 800 EXAMINING_DOCUMENT 8c8d8037bc22f9d8023de211697702b3
ACTION SNIPPET 1200 800 SNIPPET_RELEVANT 5c20451f466dca69add14d50d0584bff
ACTION DOC 1200 820 EXAMINING_DOCUMENT 5c20451f466dca69add14d50d0584bff
ACTION MARK 1200 823 CONSIDERED_RELEVANT 5c20451f466dca69add14d50d0584bff
ACTION SNIPPET 1200 823 SNIPPET_RELEVANT 5a27ba16152ec289cc436ad0d796c4bf
ACTION DOC 1200 843 EXAMINING_DOCUMENT 5a27ba16152ec289cc436ad0d796c4bf
ACTION QUERY 1200 853 Greek Stoicism
ACTION SERP 1200 858 EXAMINE_SERP
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY 8c37f634-0771-11e7-a15f-a58d4a988474
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY f2a5dbee-b4b9-11e1-92df-14cd260b161d
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY f7c804c8-1245-11e2-be82-c3411b7680a9
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY 30e9c752-8cf0-11e3-95dd-36ff657a4dae
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY 3e123114-f39d-11e1-adc6-87dfa8eff430
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY 248accbc4b7764d608c07543f260d4e1
ACTION SNIPPET 1200 858 SEEN_PREVIOUSLY ae9b5860-fdf3-11e6-8ebe-6e0dbe4f2bca
ACTION SNIPPET 1200 858 SNIPPET_RELEVANT b7ff79de-24ec-11e2-9313-3c7f59038d93
ACTION DOC 1200 878 EXAMINING_DOCUMENT b7ff79de-24ec-11e2-9313-3c7f59038d93
ACTION SNIPPET 1200 878 SEEN_PREVIOUSLY 1b415d0c-cd42-11e2-8845-d970ccb04497
ACTION SNIPPET 1200 878 SEEN_PREVIOUSLY 5948065e-b8fc-11e3-96ae-f2c36d2b1245
ACTION SNIPPET 1200 878 SNIPPET_RELEVANT 292ea8e820e5c16a70efb61572ee9016
ACTION DOC 1200 898 EXAMINING_DOCUMENT 292ea8e820e5c16a70efb61572ee9016
ACTION SNIPPET 1200 898 SNIPPET_RELEVANT e0aa88c8-afea-11e6-840f-e3ebab6bcdd3
ACTION DOC 1200 918 EXAMINING_DOCUMENT e0aa88c8-afea-11e6-840f-e3ebab6bcdd3
ACTION SNIPPET 1200 918 SNIPPET_RELEVANT 3ce893ebf97db57ca0b1ef2ab8cbe660
ACTION DOC 1200 938 EXAMINING_DOCUMENT 3ce893ebf97db57ca0b1ef2ab8cbe660
ACTION SNIPPET 1200 938 SNIPPET_RELEVANT a1f6cce2-a2cc-11e2-9c03-6952ff305f35
ACTION DOC 1200 958 EXAMINING_DOCUMENT a1f6cce2-a2cc-11e2-9c03-6952ff305f35
ACTION SNIPPET 1200 958 SNIPPET_RELEVANT dfb352de-2b8f-11e3-97a3-ff2758228523
ACTION DOC 1200 978 EXAMINING_DOCUMENT dfb352de-2b8f-11e3-97a3-ff2758228523
ACTION QUERY 1200 988 Stoic Philosophy
ACTION SERP 1200 993 EXAMINE_SERP
ACTION SNIPPET 1200 993 SEEN_PREVIOUSLY 69a6be90acc8e84e9278cdd693478459
ACTION SNIPPET 1200 993 SEEN_PREVIOUSLY 65d9f35ca9b68609abce586beca12b5a
ACTION SNIPPET 1200 993 SEEN_PREVIOUSLY 02043c1e-d2a3-11e6-9cb0-54ab630851e8
ACTION SNIPPET 1200 993 SNIPPET_RELEVANT f8118f72-d976-11e3-bda1-9b46b2066796
ACTION DOC 1200 1013 EXAMINING_DOCUMENT f8118f72-d976-11e3-bda1-9b46b2066796
ACTION SNIPPET 1200 1013 SEEN_PREVIOUSLY 7d3e2b90-5ab3-11e7-9fc6-c7ef4bc58d13
ACTION SNIPPET 1200 1013 SNIPPET_RELEVANT cce7bdc6e570d1ac7f3fc2b989c6fdd0
ACTION DOC 1200 1033 EXAMINING_DOCUMENT cce7bdc6e570d1ac7f3fc2b989c6fdd0
ACTION MARK 1200 1036 CONSIDERED_RELEVANT cce7bdc6e570d1ac7f3fc2b989c6fdd0
ACTION SNIPPET 1200 1036 SNIPPET_RELEVANT b129ede2-f2f0-11e2-bdae-0d1f78989e8a
ACTION DOC 1200 1056 EXAMINING_DOCUMENT b129ede2-f2f0-11e2-bdae-0d1f78989e8a
ACTION MARK 1200 1059 CONSIDERED_RELEVANT b129ede2-f2f0-11e2-bdae-0d1f78989e8a
ACTION SNIPPET 1200 1059 SNIPPET_RELEVANT 08b36f6d43adb67b73be8f5427879b74
ACTION DOC 1200 1079 EXAMINING_DOCUMENT 08b36f6d43adb67b73be8f5427879b74
ACTION MARK 1200 1082 CONSIDERED_RELEVANT 08b36f6d43adb67b73be8f5427879b74
ACTION SNIPPET 1200 1082 SEEN_PREVIOUSLY 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 1082 SNIPPET_RELEVANT c907d35fcae9f095b8c0fe35693de921
ACTION DOC 1200 1102 EXAMINING_DOCUMENT c907d35fcae9f095b8c0fe35693de921
ACTION MARK 1200 1105 CONSIDERED_RELEVANT c907d35fcae9f095b8c0fe35693de921
ACTION SNIPPET 1200 1105 SNIPPET_RELEVANT bd7632744fbcd05e8cf71641090233b6
ACTION DOC 1200 1125 EXAMINING_DOCUMENT bd7632744fbcd05e8cf71641090233b6
ACTION MARK 1200 1128 CONSIDERED_RELEVANT bd7632744fbcd05e8cf71641090233b6
ACTION QUERY 1200 1138 Stoic philosophy
ACTION SERP 1200 1143 EXAMINE_SERP
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 69a6be90acc8e84e9278cdd693478459
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 65d9f35ca9b68609abce586beca12b5a
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 02043c1e-d2a3-11e6-9cb0-54ab630851e8
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY f8118f72-d976-11e3-bda1-9b46b2066796
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 7d3e2b90-5ab3-11e7-9fc6-c7ef4bc58d13
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY cce7bdc6e570d1ac7f3fc2b989c6fdd0
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY b129ede2-f2f0-11e2-bdae-0d1f78989e8a
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 08b36f6d43adb67b73be8f5427879b74
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY 59c14b04bd0cd97f77d709f21f3df2f4
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY c907d35fcae9f095b8c0fe35693de921
ACTION SNIPPET 1200 1143 SEEN_PREVIOUSLY bd7632744fbcd05e8cf71641090233b6
ACTION SNIPPET 1200 1143 SNIPPET_RELEVANT dbef3b8850bc653eb420353ea0d8b9f1
ACTION DOC 1200 1163 EXAMINING_DOCUMENT dbef3b8850bc653eb420353ea0d8b9f1
ACTION MARK 1200 1166 CONSIDERED_RELEVANT dbef3b8850bc653eb420353ea0d8b9f1
ACTION SNIPPET 1200 1166 SEEN_PREVIOUSLY aa7fae2a-46f0-11e7-98cd-af64b4fe2dfc
ACTION SNIPPET 1200 1166 SNIPPET_RELEVANT 3b1916be557cfef31b9271895967ff6d
ACTION DOC 1200 1186 EXAMINING_DOCUMENT 3b1916be557cfef31b9271895967ff6d
ACTION SNIPPET 1200 1186 SNIPPET_RELEVANT abca1fbd377e71c8a78761cc19bd8e26
ACTION DOC 1200 1206 EXAMINING_DOCUMENT abca1fbd377e71c8a78761cc19bd8e26
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 96
INFO TOTAL_DOCUMENTS_EXAMINED 51
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 17
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
