ACTION START 1200 0 START
ACTION QUERY 1200 10 heroic acts
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 15 SNIPPET_RELEVANT c2127e88-8b55-11e2-b63f-f53fb9f2fcb4
ACTION DOC 1200 35 EXAMINING_DOCUMENT c2127e88-8b55-11e2-b63f-f53fb9f2fcb4
ACTION MARK 1200 38 CONSIDERED_RELEVANT c2127e88-8b55-11e2-b63f-f53fb9f2fcb4
ACTION SNIPPET 1200 38 SNIPPET_RELEVANT f7fda5121215b09571dd5e8d724228ee
ACTION DOC 1200 58 EXAMINING_DOCUMENT f7fda5121215b09571dd5e8d724228ee
ACTION MARK 1200 61 CONSIDERED_RELEVANT f7fda5121215b09571dd5e8d724228ee
ACTION SNIPPET 1200 61 SNIPPET_RELEVANT 39e2af7a2e181dd78d2bfd77b659bfa5
ACTION DOC 1200 81 EXAMINING_DOCUMENT 39e2af7a2e181dd78d2bfd77b659bfa5
ACTION MARK 1200 84 CONSIDERED_RELEVANT 39e2af7a2e181dd78d2bfd77b659bfa5
ACTION SNIPPET 1200 84 SNIPPET_RELEVANT 4084a7627ab6a184983ad133b32deef3
ACTION DOC 1200 104 EXAMINING_DOCUMENT 4084a7627ab6a184983ad133b32deef3
ACTION MARK 1200 107 CONSIDERED_RELEVANT 4084a7627ab6a184983ad133b32deef3
ACTION SNIPPET 1200 107 SNIPPET_RELEVANT 0492dc0f0f128f28840bae616b1b8cf2
ACTION DOC 1200 127 EXAMINING_DOCUMENT 0492dc0f0f128f28840bae616b1b8cf2
ACTION SNIPPET 1200 127 SNIPPET_RELEVANT 0d300965b15e3591c4e3ffc4a21fa13d
ACTION DOC 1200 147 EXAMINING_DOCUMENT 0d300965b15e3591c4e3ffc4a21fa13d
ACTION MARK 1200 150 CONSIDERED_RELEVANT 0d300965b15e3591c4e3ffc4a21fa13d
ACTION QUERY 1200 160 war heroism
ACTION SERP 1200 165 EXAMINE_SERP
ACTION SNIPPET 1200 165 SNIPPET_RELEVANT 9476cada-5ec9-11e4-91f7-5d89b5e8c251
ACTION DOC 1200 185 EXAMINING_DOCUMENT 9476cada-5ec9-11e4-91f7-5d89b5e8c251
ACTION MARK 1200 188 CONSIDERED_RELEVANT 9476cada-5ec9-11e4-91f7-5d89b5e8c251
ACTION SNIPPET 1200 188 SNIPPET_RELEVANT 69b4f5380be2ed05f5c02d0d94eab391
ACTION DOC 1200 208 EXAMINING_DOCUMENT 69b4f5380be2ed05f5c02d0d94eab391
ACTION MARK 1200 211 CONSIDERED_RELEVANT 69b4f5380be2ed05f5c02d0d94eab391
ACTION SNIPPET 1200 211 SNIPPET_RELEVANT a1d52df6a4c11a33b95ec4a1264e8278
ACTION DOC 1200 231 EXAMINING_DOCUMENT a1d52df6a4c11a33b95ec4a1264e8278
ACTION MARK 1200 234 CONSIDERED_RELEVANT a1d52df6a4c11a33b95ec4a1264e8278
ACTION SNIPPET 1200 234 SNIPPET_RELEVANT c09993e8eca1a7154a731204db5bc8c8
ACTION DOC 1200 254 EXAMINING_DOCUMENT c09993e8eca1a7154a731204db5bc8c8
ACTION MARK 1200 257 CONSIDERED_RELEVANT c09993e8eca1a7154a731204db5bc8c8
ACTION SNIPPET 1200 257 SNIPPET_RELEVANT c61de5876d20e70b1e4ef96db6b0b25a
ACTION DOC 1200 277 EXAMINING_DOCUMENT c61de5876d20e70b1e4ef96db6b0b25a
ACTION MARK 1200 280 CONSIDERED_RELEVANT c61de5876d20e70b1e4ef96db6b0b25a
ACTION QUERY 1200 290 war heroes
ACTION SERP 1200 295 EXAMINE_SERP
ACTION SNIPPET 1200 295 SNIPPET_RELEVANT dadba84842e95e0265cbf72d518d2f32
ACTION DOC 1200 315 EXAMINING_DOCUMENT dadba84842e95e0265cbf72d518d2f32
ACTION SNIPPET 1200 315 SNIPPET_RELEVANT fd75217435fb43d992ef14cb2660526d
ACTION DOC 1200 335 EXAMINING_DOCUMENT fd75217435fb43d992ef14cb2660526d
ACTION SNIPPET 1200 335 SNIPPET_RELEVANT 851e1510b57a84e5e28499f6d08d3db7
ACTION DOC 1200 355 EXAMINING_DOCUMENT 851e1510b57a84e5e28499f6d08d3db7
ACTION MARK 1200 358 CONSIDERED_RELEVANT 851e1510b57a84e5e28499f6d08d3db7
ACTION SNIPPET 1200 358 SNIPPET_RELEVANT dcdd4f245309ccd26eb0de8fb4b2d036
ACTION DOC 1200 378 EXAMINING_DOCUMENT dcdd4f245309ccd26eb0de8fb4b2d036
